1606730537,29.1313
1606730547,29.175
1606730557,29.125
1606730567,29.0958
1606730577,29.0917
1606730587,29.1
1606730597,29.1354
1606730607,29.1438
1606730617,29.2063
1606730627,29.2042
1606730637,29.2333
1606730647,29.25
1606730657,29.3021
1606730667,29.2937
1606730677,29.3
1606730687,29.3396
1606730697,29.2917
1606730707,29.3042
1606730717,29.2771
1606730727,29.3438
1606730737,29.3583
1606730747,29.4333
1606730757,29.3125
1606730767,29.3417
1606730777,29.3875
1606730787,29.3542
1606730797,29.3458
1606730807,29.3417
1606730817,29.3083
1606730827,29.3479
1606730837,29.4042
1606730847,29.4438
1606730857,29.3875
1606730867,29.4354
1606730877,29.4792
1606730887,29.5146
1606730897,29.5271
1606730907,29.5271
1606730917,29.5146
1606730927,29.5396
1606730937,29.5562
1606730947,29.4958
1606730957,29.5417
1606730967,29.5958
1606730977,29.5813
1606730987,29.5229
1606730997,29.4958
1606731007,29.4979
1606731017,29.5333
1606731027,29.5375
1606731037,29.5667
1606754574,29.2917
1606754584,29.2812
1606754594,29.1354
1606754604,29.0625
1606754614,29.1583
1606754624,29.2125
1606754634,29.1812
1606754644,29.2292
1606754654,29.2104
1606754664,29.1938
1606754674,29.1708
1606754684,29.1271
1606754694,29.1229
1606754704,29.0583
1606754714,29.0354
1606754724,29.0979
1606754734,29.1062
1606754744,29.175
1606754754,29.2083
1606754764,29.225
1606754774,29.2042
1606754784,29.2208
1606754794,29.2458
1606754804,29.2333
1606754814,29.1896
1606754824,29.2021
1606754834,29.2021
1606754844,29.2458
1606754854,29.2979
1606754864,29.3417
1606754874,29.2958
1606754884,29.25
1606754894,29.2354
1606754904,29.3042
1606754914,29.3458
1606754924,29.35
1606754934,29.3062
1606754944,29.2792
1606754954,29.3146
1606754964,29.2292
1606754974,29.2896
1606754984,29.2604
1606754994,29.2167
1606755004,29.0958
1606755014,29.1792
1606755024,29.3354
1606755034,29.3604
1606755044,29.3896
1606755054,29.3333
1606755064,29.2312
1606755074,29.2625
1606755084,29.2708
1606755094,29.2646
1606755104,29.2292
1606755114,29.1458
1606755124,29.2375
1606755134,29.1833
1606755144,29.2292
1606755154,29.275
1606755164,29.275
1606755174,29.2979
1606755184,29.2812
1606755194,29.2292
1606755204,29.2396
1606755214,29.2375
1606755224,29.2833
1606755234,29.3396
1606755244,29.3417
1606755254,29.2229
1606755264,29.1854
1606755274,29.1708
1606755284,29.2583
1606755294,29.1792
1606755304,29.1979
1606755314,29.3375
1606755324,29.4021
1606755334,29.3542
1606755344,29.3979
1606755354,29.3417
1606755364,29.3521
1606755374,29.3958
1606755384,29.275
1606755394,29.2604
1606755404,29.2917
1606755414,29.2083
1606755424,29.1354
1606755434,29.1771
1606755444,29.2458
1606755454,29.3125
1606755464,29.2833
1606755474,29.3854
1606755484,29.3146
1606755494,29.3396
1606755504,29.3667
1606755514,29.4292
1606755524,29.2625
1606755534,29.2937
1606755544,29.2854
1606755554,29.3604
1606755564,29.4
1606755574,29.3687
1606755584,29.4042
1606755594,29.4729
1606755604,29.4375
1606755614,29.3646
1606755624,29.4271
1606755634,29.4229
1606755644,29.4604
1606755654,29.3104
1606755664,29.2583
1606755674,29.2667
1606755684,29.1812
1606755694,29.1687
1606755704,29.1792
1606755714,29.2417
1606755724,29.3104
1606755734,29.3229
1606755744,29.2042
1606755754,29.2292
1606755764,29.2833
1606755774,29.2208
1606755784,29.2271
1606755794,29.2354
1606755804,29.3417
1606755814,29.2667
1606755824,29.2458
1606755834,29.0958
1606755844,29.0333
1606755854,29.0833
1606755864,29.0167
1606755874,29.075
1606755884,29.0979
1606755894,29.0958
1606755904,29.0896
1606755914,29.0958
1606755924,29.1354
1606755934,29.2208
1606755944,29.0792
1606755954,29.1208
1606755964,29.1708
1606755974,29.2188
1606755984,29.1104
1606755994,29.1042
1606756004,29.0375
1606756014,29.1313
1606756024,29.0771
1606756034,29.0021
1606756044,29.0562
1606756054,29.1771
1606756064,29.1854
1606756074,29.0125
1606756084,29.0042
1606756094,29.0354
1606756104,29.0646
1606756114,29.0979
1606756124,29.0792
1606756134,29.1438
1606756144,29.1
1606756154,29.0958
1606756164,29.2104
1606756174,29.1771
1606756184,29.2125
1606756194,29.2208
1606756204,29.1812
1606756214,29.1583
1606756224,29.0958
1606756234,29.0917
1606756244,29.0813
1606756254,29.2104
1606756264,29.2479
1606756274,29.2604
1606756284,29.1938
1606756294,29.2188
1606756304,29.2354
1606756314,29.3292
1606756324,29.3438
1606756334,29.2708
1606756344,29.2521
1606756354,29.2333
