experiment,differential_evolution,firefly_algo,particle_swarm,som_algorithm,tlbo_algorithm
0,15.982953091535038,20.988033919677665,5.83325304229788,18.781839383426675,4.446944649400848
1,17.189932841591727,20.497401862078036,6.934768798472936,19.19899280057738,4.773507255414646
2,16.870367420145783,20.86621018016358,5.475111234082203,18.496030942275898,4.723211375287022
3,16.631651179460455,20.843881907527877,6.6807062177468275,18.799837554963464,3.9069264191935997
4,17.774549803663366,20.839431800299206,6.2523832526887695,19.23168324055426,3.5265483912539435
5,16.87027229834676,20.83662225917284,5.78525012258158,19.151182082345436,4.172682264630598
6,15.679914876945466,20.84948610548448,7.645081239600506,19.5505553051832,4.403354052940035
7,16.121079504878683,20.725461153224593,6.533548127470915,17.859916690606564,4.595762859112497
8,17.033451710380177,20.49553772155542,7.242103871553148,18.765796804007895,3.325946387786168
9,17.225240833336063,20.57638781679611,7.338817714046778,19.36808196696067,4.377670369414329
10,16.39046449831392,20.869145479765237,6.919237158956882,19.429781828479285,5.4489603528801105
11,17.32982579793087,20.65279997309133,5.872356602573294,19.02088816620289,4.6130482691029435
12,17.066124819664658,20.876856818400324,6.955704219204499,18.707800346918727,4.158410972269685
13,17.154888153097104,20.720523257202558,6.838726184382212,19.08714193185178,4.463706147687628
14,16.92650165153669,20.71170297712769,6.525139356324345,19.162324635359727,5.186454232018487
15,16.550236835426368,20.84491142748358,6.3260704089661,17.94676065576486,3.6810128243359306
16,16.368219471689514,20.90383051857385,6.960760877566621,19.530089878264736,4.221540070797285
17,15.823070107379577,20.764942190494846,6.484301501548821,18.32218005722253,3.400330792922514
18,17.004674765550234,20.73393078322754,7.10524367218563,18.746126592987185,5.285472608777379
19,16.196628044721216,20.790316329077953,5.665940231157023,18.293471883981848,3.6636853294657254
20,16.988419329252544,20.435073017150952,4.188511867641388,18.811019123844083,3.815780417245606
21,16.827535898980585,20.573549464933144,8.048796938486625,18.92700808569253,4.077689089515154
22,16.272438098307546,20.59294669890194,6.693629836627299,18.558698044477467,4.1114510703489096
23,16.502144861528862,20.850853112830986,6.283491938555972,19.082569900240344,3.948422115553289
24,16.189300906695674,20.809814873031478,7.3286939230334,19.54961855025101,2.7926814089582845
25,17.515783552453577,20.864051741894485,7.877067451672749,19.27775303763224,3.350128214711209
26,17.01790427349596,20.373548732755303,6.352820538537067,19.539195611706322,4.11515908909227
27,17.317955051256646,20.761291075100676,7.681458955353936,19.539314604141413,3.494766956440714
28,17.183089079297105,20.889517631090495,7.533199575258589,18.546974850539492,4.39020741121627
29,17.030797605372126,20.678089217633026,6.788299603687554,19.577427093760402,4.12997394995044
