experiment,differential_evolution,firefly_algo,particle_swarm,som_algorithm,tlbo_algorithm
0,42.46046202071272,252.0942188359109,3.706518317607217,107.36097479788069,1.9132651032454928
1,79.13932911187395,307.52799137170825,2.7491644481156596,92.14632794118275,2.1549390180488537
2,52.35106634586279,245.65236116767417,5.250788216332444,84.23757624595127,3.9813758280638547
3,54.733531031512044,269.7680798967736,5.401620448331979,116.11838381211557,2.4570278614093692
4,59.996257448924254,173.32730260538636,2.0183039122934665,72.64873528367207,2.2432530904916494
5,61.46768205131719,256.36542755650413,4.727553680610205,80.4763711430864,1.9114118479345155
6,66.64196703431165,234.2727283345518,2.5087738653743012,97.90660025022936,3.3902592459825316
7,63.57421772043896,193.4517492338826,2.7800631352079117,84.63732397577184,2.306210368679481
8,41.18446507619148,294.6959506877497,2.7421964266060743,82.71276656768204,1.9191125876675363
9,67.05858842477312,200.54504049794355,1.4372429280561603,84.02888763655103,2.7611585045522
10,82.94823629582673,160.326871094683,2.0115122205075577,126.54608464127486,2.363624956526061
11,60.69152220960966,293.0554543108022,2.9480709226258917,101.2056691317921,1.6445824844272137
12,85.77934030452538,262.0139569665778,3.4638789181456873,93.3622583532728,2.580319269106446
13,58.5375193064022,284.2251723583537,6.832646227114763,105.94764592973479,2.0344253260089
14,53.38741109831603,204.0212460782182,2.0083918238107312,79.02999482108639,3.0462805877858288
15,79.27224431777458,310.2113125114985,2.092665831169028,107.37967783905073,1.8977809725968928
16,57.788552125039764,229.94932143440883,2.067242437355193,51.055082776855244,1.650578736734332
17,61.98866340978568,139.42489029861997,2.7867673259492634,101.53939399072543,3.0396698297635685
18,47.14987129805335,263.2177165928996,2.743278956320812,90.47301877584479,1.8740838710825458
19,60.052607190758245,187.89156960372378,4.892916406864922,99.58033503362529,3.0771120843858495
20,40.4833200904309,239.73729255534934,6.613354696646904,79.02929846792142,2.2644514430353504
21,61.84758660181107,268.1214346361965,2.3138760940267438,87.28636921232874,2.6843818767657437
22,66.0643871368851,215.00534643579428,2.0420260149065124,104.45324584811273,1.930607723147333
23,47.05412689223223,286.3645977449339,3.058572658005776,86.58888870011292,3.909480087730924
24,47.91829758064482,186.85955170652977,7.717006659062267,101.50685583354014,1.2635580622811862
25,61.86449433038192,186.54281573157485,4.233682919536975,66.53118622903496,2.5563120642902093
26,55.63053881315896,250.15865843773588,7.693201361533523,88.84349062900708,2.572228206099739
27,66.7131791520311,193.89953822606705,2.1298584754442564,87.86726409186372,7.20800506390613
28,70.37607450104353,205.93869829027688,5.032978632153215,77.6727789676618,2.6606810223467967
29,89.95032942935458,251.3958426432236,2.834841551416969,126.9962564775274,6.254620282821336
